# page	repo path	line	text of that line when pinned	line before	line after
# Written by tools/check-site-pages.py --pin. Do not edit by hand.
_facts/reference/ir-format	packages/layout/src/paint.js	128	    radius: Math.min(paint.radius, Math.floor(Math.min(box.width, box.height) / 2)),	    borderColorThemes: paint.borderWidth > 0 ? paint.borderColorThemes : null,	    state,
_facts/reference/ir-format	packages/layout/src/paint.js	134	    ...(box.keep ? { keep: true } : {}),	    // grow the IR for one attribute almost nobody uses.	  });
_facts/reference/ir-format	packages/layout/src/paint.js	138	function emitTextLines(cmds, box, paint, state) {		  const s = box.style;
_facts/reference/ir-format	packages/layout/src/paint.js	143	      op: 'text',	    cmds.push({	      x: line.x,
_facts/reference/ir-format	packages/layout/src/paint.js	156	      ...(box.nocontrast ? { nocontrast: true } : {}),	      focusId: box.focusId,	    });
_facts/reference/ir-format	packages/layout/src/paint.js	196	      if (box.lines.length !== 1) {	      // static text commands. One line, enforced here.	        throw new Error(
_facts/reference/ir-format	packages/layout/src/paint.js	208	      slots.push({	      const foc = textPaint(box.focusStyle, nThemes);	        name: parent.slot.name,
_facts/reference/ir-format	packages/layout/src/paint.js	270	      if (inScope) {	      const base = textPaint(box.style, nThemes);	        const foc = textPaint(box.focusStyle, nThemes);
_facts/reference/ir-format	packages/layout/src/paint.js	295	    if (box.image) {		      // The image fills the content box; chrome (background/border)
_facts/reference/ir-format	packages/layout/src/paint.js	302	        op: 'image',	      commands.push({	        x: box.x + box.style.padding[3] + b,
_facts/reference/ir-format	packages/layout/src/paint.js	315	    const clip = !box.isText() && box.style.overflow === 'hidden';		    if (clip) {
_facts/reference/ir-format	packages/layout/src/paint.js	318	        op: 'scissor_push',	      commands.push({	        x: box.x, y: box.y, w: box.width, h: box.height,
_facts/reference/ir-format	packages/layout/src/paint.js	325	      commands.push({ op: 'scissor_pop', state: 'always', focusId: null });	    if (clip) {	    }
_facts/reference/ir-format	packages/layout/src/paint.js	329	  const seen = new Set();	  visit(root);	  for (const s of slots) {
_facts/reference/uib-format	docs/PLAN.md	87	Cross-language pen agreement is tested	counts three paragraphs above, and the reason none is written back.	glyph-by-glyph (Node↔Python) and against an independent linear scan
_facts/reference/uib-format	docs/format-uib.md	466	  because it carried no padding at all. Neither the stride nor the	  existed to reach two qwords. The slot entry **shrank**, 32 → 28,	  meaning of a field survives a v6 reader, so this is a version bump.
_facts/reference/uib-format	packages/baker/ps2ui_bake/check.py	189	    rep.error(ob % 16 == 0,	    ob = getattr(uib, "off_blob", 0)	              f"blob section starts 16-aligned in the file (off_blob={ob})")
_facts/reference/uib-format	packages/baker/ps2ui_bake/check.py	375	TINT_RATIO_MIN_PAINTS = 100	# note-instead-of-skip it guards. Every shipped blob is 700+.	
_facts/reference/uib-format	packages/baker/ps2ui_bake/ps2ui.py	529	    vr = sub.add_parser("vendor-runtime",	    # puts that skew on somebody else's machine.	                        help="write ps2ui.c and ps2ui.h into your project")
_facts/reference/uib-format	packages/baker/ps2ui_bake/uib.py	48	MAGIC = 0x31424955  # "UIB1"		VERSION = 7
_facts/reference/uib-format	packages/baker/ps2ui_bake/uib.py	51	FEAT_DYNAMIC_TEXT = 1 << 0		FEAT_KERNING = 1 << 1
_facts/reference/uib-format	packages/baker/ps2ui_bake/uib.py	80	_HEADER = struct.Struct("<IHHHHHHIHHIIIIIIIHHIIHHIIHHHH")  # 84 bytes		_TEX = struct.Struct("<BBHHHIII")              # 20 bytes (v6: kind, name_off)
_facts/reference/uib-format	packages/baker/ps2ui_bake/uib.py	98	_SLOT = struct.Struct("<IIhhHHBBHHHHh")       # 28 bytes	# bytes replaced by two u16 indices are four real bytes per slot.	_SCREEN = struct.Struct("<IIIHHHHH2x")        # 24 bytes
_facts/reference/uib-format	packages/baker/ps2ui_bake/uib.py	147	    tex_entries = []		    for t in textures:
_facts/reference/uib-format	packages/baker/ps2ui_bake/uib.py	271	    cmd_tints = []		    for r in records:
_facts/reference/uib-format	packages/baker/ps2ui_bake/uib.py	356	    feature_flags = FEAT_DYNAMIC_TEXT if (font_entries or slot_entries) else 0		    # Set only when a font actually carries pairs, so the runtime can
_facts/reference/uib-format	packages/baker/ps2ui_bake/uib.py	380	    off = _HEADER.size		    off_tex = off
_facts/reference/uib-format	packages/baker/ps2ui_bake/uib.py	409	    blob_pad = (-off) % 16	    # emulator alike. The runtime refuses such a file (PS2UI_ERR_ALIGN).	    off += blob_pad
_facts/reference/uib-format	packages/baker/ps2ui_bake/uib.py	450	    for t in range(n_theme):	    # entry-major would make it a stride.	        for _var, vec in tint_entries:
_facts/reference/uib-format	packages/baker/ps2ui_bake/uib.py	461	    # CRC over the whole file with the crc field zeroed.		    crc = zlib.crc32(bytes(out)) & 0xFFFFFFFF
_facts/reference/uib-format	packages/baker/ps2ui_bake/uib.py	510	    if off_blob + blob_len > len(data):	        raise ValueError(f"{path}: crc mismatch (file {crc:#x}, computed {actual:#x})")	        raise ValueError(f"{path}: truncated (blob extends past EOF)")
_facts/reference/uib-format	runtime/ps2ui.c	48	static uint32_t crc_file_with_hole(const uint8_t *data, size_t len)	 * computed in three spans so the caller's const buffer stays const. */	{
_facts/reference/uib-format	runtime/ps2ui.c	269	    if (ctx->hdr->feature_flags & ~PS2UI_FEAT_KNOWN)	        return PS2UI_ERR_VERSION;	        return PS2UI_ERR_FEATURES;
_facts/reference/uib-format	runtime/ps2ui.c	275	    if (ctx->hdr->n_screen == 0)	     * are gone -- see arena_compute. */	        return PS2UI_ERR_BOUNDS;
_facts/reference/uib-format	runtime/ps2ui.c	333	     * DMA source addresses must be qword (16-byte) aligned. The baker	    /* The GIF DMA reads texture bytes straight out of this blob, and	     * 16-aligns every section relative to the file, so this reduces to
_facts/reference/uib-format	runtime/ps2ui.c	341	    if (((uintptr_t)(const void *)ctx->blob) & 15u)	     * corruption depends on the linker. */	        return PS2UI_ERR_ALIGN;
_facts/reference/uib-format	runtime/ps2ui.h	36	#define PS2UI_MAGIC   0x31424955u /* "UIB1" */		#define PS2UI_VERSION 7
_facts/reference/uib-format	runtime/ps2ui.h	37	#define PS2UI_VERSION 7	#define PS2UI_MAGIC   0x31424955u /* "UIB1" */	
_facts/reference/uib-format	runtime/ps2ui.h	42	#define PS2UI_FEAT_DYNAMIC_TEXT (1u << 0)	 * subtly wrong. */	#define PS2UI_FEAT_KERNING      (1u << 1)
_facts/reference/uib-format	runtime/ps2ui.h	81	typedef struct ps2ui_header {		    uint32_t magic;
_facts/reference/uib-format	runtime/ps2ui.h	94	    /* The tint table: n_theme x n_tint entries, THEME-MAJOR, so one	    uint32_t off_screen;	     * theme's colours are contiguous and selecting one is a pointer
_facts/reference/uib-format	runtime/ps2ui.h	105	    /* The aspect the panel shows the framebuffer at, as an exact ratio.	    uint16_t n_theme, pad0;	     * The GS framebuffer is not square-pixel here even at 4:3, and PS2
_facts/reference/uib-format	runtime/ps2ui.h	136	typedef struct ps2ui_tex_entry {		    uint8_t  format, kind;    /* kind: PS2UI_TEXKIND_*                  */
_facts/reference/uib-format	runtime/ps2ui.h	166	typedef struct ps2ui_cmd {		    uint8_t  op, state;
_facts/reference/uib-format	runtime/ps2ui.h	236	typedef struct ps2ui_slot_entry {		    uint32_t name_off, placeholder_off; /* NUL-terminated in blob      */
_facts/reference/uib-format	tools/check-format-frozen.py	4	WHY THIS EXISTS. docs/format-uib.md already says "version bumps on any		incompatible change", and the version history shows that rule being
_facts/reference/uib-format	tools/check-format-frozen.py	80	PLEDGED_VERSION = 7		
_facts/reference/uib-format	tools/check-format-frozen.py	184	    # 4. Assigned feature bits keep their values. New ones are the		    #    growth path and are allowed -- this loop is over the FROZEN
_facts/reference/uib-format	tools/check-versions.py	352	    rt = int(literal("runtime/ps2ui.h",	    # 3. The reader and the writer agree on the format they speak.	                     r"^#define\\s+PS2UI_VERSION\\s+(\\d+)\\s*$",
_facts/runtime/api-reference	README.md	428	  `ctx->focus_nodes[ctx->focus]`, and its `x, y, w, h` are unaffected by	- **Queries stay in UI coordinates.** The focused node's rect is	  the offset, so your own hit-testing keeps working; add the offset
_facts/runtime/api-reference	runtime/ps2ui.c	39	uint32_t ps2ui_crc32(const void *data, size_t len)		{
_facts/runtime/api-reference	runtime/ps2ui.c	238	size_t ps2ui_arena_size(const void *data, size_t size)		{
_facts/runtime/api-reference	runtime/ps2ui.c	252	int ps2ui_load(ps2ui_ctx *ctx, const void *data, size_t size,		               void *arena, size_t arena_size)
_facts/runtime/api-reference	runtime/ps2ui.c	257	    memset(ctx, 0, sizeof *ctx);	    uint32_t i;	    if (size < sizeof(ps2ui_header))
_facts/runtime/api-reference	runtime/ps2ui.c	267	    if (ctx->hdr->version != PS2UI_VERSION)	        return PS2UI_ERR_MAGIC;	        return PS2UI_ERR_VERSION;
_facts/runtime/api-reference	runtime/ps2ui.c	516	uint32_t ps2ui_clut_csm1(uint32_t index)		{
_facts/runtime/api-reference	runtime/ps2ui.c	567	int ps2ui_upload(ps2ui_ctx *ctx, GSGLOBAL *gs)		{
_facts/runtime/api-reference	runtime/ps2ui.c	597	        return -1;	    if ((uint64_t)gs->CurrentPointer + need > 4u * 1024u * 1024u)	    ctx->vram_need = (uint32_t)need;
_facts/runtime/api-reference	runtime/ps2ui.c	648	         * the first bind instead, when there is something to send. */	         * would hand the GIF a null DMA source. ps2ui_tex_set performs	        if (g->Mem == NULL)
_facts/runtime/api-reference	runtime/ps2ui.c	653	    ctx->uploaded = 1;	    }	    return 0;
_facts/runtime/api-reference	runtime/ps2ui.c	654	    return 0;	    ctx->uploaded = 1;	}
_facts/runtime/api-reference	runtime/ps2ui.c	658	 * and this runs when a cover arrives rather than per frame, so a	/* Find a texture by name. Linear: n_tex is a uint16_t in the header,	 * sorted table would be machinery for nothing. */
_facts/runtime/api-reference	runtime/ps2ui.c	660	static uint32_t tex_index_by_name(const ps2ui_ctx *ctx, const char *name)	 * sorted table would be machinery for nothing. */	{
_facts/runtime/api-reference	runtime/ps2ui.c	675	int ps2ui_tex_set(ps2ui_ctx *ctx, GSGLOBAL *gs, const char *name,		                  const void *texels, size_t len)
_facts/runtime/api-reference	runtime/ps2ui.c	739	int ps2ui_clut_set(ps2ui_ctx *ctx, GSGLOBAL *gs, unsigned clut_index,	 * re-sends 1,024 bytes of CT32 and leaves the atlas resident. */	                   const void *colors, unsigned ncolors)
_facts/runtime/api-reference	runtime/ps2ui.c	752	    if (!ctx->uploaded)	     * though ps2ui_tex_set has the same shape via tex_index_by_name. */	        return PS2UI_ERR_STATE;
_facts/runtime/api-reference	runtime/ps2ui.c	780	int ps2ui_theme_set(ps2ui_ctx *ctx, unsigned theme)		{
_facts/runtime/api-reference	runtime/ps2ui.c	940	void ps2ui_render(ps2ui_ctx *ctx, GSGLOBAL *gs)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1397	static uint32_t slot_index_by_name(const ps2ui_ctx *ctx, const char *name)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1436	int ps2ui_slot_set(ps2ui_ctx *ctx, const char *name, const char *text)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1459	const char *ps2ui_slot_get(const ps2ui_ctx *ctx, const char *name)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1469	int ps2ui_screen_set(ps2ui_ctx *ctx, const char *name)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1488	const char *ps2ui_screen_name(const ps2ui_ctx *ctx)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1493	uint32_t ps2ui_pixel_aspect_x1000(const ps2ui_ctx *ctx)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1506	int ps2ui_move(ps2ui_ctx *ctx, ps2ui_dir dir)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1557	static uint16_t focus_index_by_name(const ps2ui_ctx *ctx, const char *name)	 * this runs on a button press, not per frame. */	{
_facts/runtime/api-reference	runtime/ps2ui.c	1574	int ps2ui_offset_set(ps2ui_ctx *ctx, int dx, int dy)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1587	void ps2ui_offset_get(const ps2ui_ctx *ctx, int *dx, int *dy)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1593	int ps2ui_visible_set(ps2ui_ctx *ctx, const char *name, int visible)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1608	int ps2ui_visible_get(const ps2ui_ctx *ctx, const char *name)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1619	void ps2ui_visible_reset(ps2ui_ctx *ctx)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1626	const char *ps2ui_focus_name(const ps2ui_ctx *ctx)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1633	int ps2ui_focus_set(ps2ui_ctx *ctx, const char *name)		{
_facts/runtime/api-reference	runtime/ps2ui.c	1646	 * string.h only, and the digit loop bounds itself -- row is a uint16_t,	 * convention lives in exactly one place. No snprintf: the runtime is	 * so five digits and a terminator always fit `digits`, and every write
_facts/runtime/api-reference	runtime/ps2ui.c	1685	static int list_sync_focus(ps2ui_ctx *ctx, const ps2ui_list *list);		
_facts/runtime/api-reference	runtime/ps2ui.c	1697	void ps2ui_list_set_count(ps2ui_ctx *ctx, ps2ui_list *list, uint16_t count)		{
